station,longitude,latitude,year,month,date,比湿_gkg_500hPa,比湿_gkg_700hPa,比湿_gkg_850hPa,比湿_gkg_925hPa,比湿_gkg_1000hPa,水汽通量_kg_ms_500hPa,水汽通量_kg_ms_700hPa,水汽通量_kg_ms_850hPa,水汽通量_kg_ms_925hPa,水汽通量_kg_ms_1000hPa,温度_℃_200hPa,温度_℃_500hPa,温度_℃_700hPa,温度_℃_850hPa,温度_℃_925hPa,温度_℃_1000hPa,露点温度_℃_500hPa,露点温度_℃_700hPa,露点温度_℃_850hPa,露点温度_℃_925hPa,露点温度_℃_1000hPa,风向_度_200hPa,风向_度_500hPa,风向_度_700hPa,风向_度_850hPa,风向_度_925hPa,风向_度_1000hPa,风速_ms_200hPa,风速_ms_500hPa,风速_ms_700hPa,风速_ms_850hPa,风速_ms_925hPa,风速_ms_1000hPa,K指数_℃,Showalter指数_℃,LCL高度_m_850hPa,整层水汽通量_kg_ms
Hechi,107.5,25.0,2007,10,2007-10,1.776,5.867,9.698,12.415,14.381,0.001347,0.001834,0.00361,0.003948,0.002485,-51.52,-4.88,7.73,14.26,18.31,21.88,-18.56,0.93,10.92,15.94,19.46,272.75,265.91,235.64,111.36,72.26,56.31,10.61,7.44,3.06,3.65,3.12,1.69,23.26,-2.84,417.71,0.013224
Hechi,107.5,25.0,2007,11,2007-11,1.128,3.536,4.961,6.833,7.717,0.001699,0.0015,0.001501,0.002022,0.001202,-51.51,-8.62,4.42,10.39,13.54,16.58,-23.76,-5.85,1.32,7.05,9.97,254.26,264.87,271.38,74.56,60.7,39.42,32.14,14.77,4.16,2.97,2.9,1.53,10.06,8.45,1133.81,0.007924
Hechi,107.5,25.0,2007,12,2007-12,0.59,3.588,6.866,7.641,9.013,0.001478,0.004632,0.002569,0.0021,0.00177,-52.51,-7.13,3.4,8.27,11.14,14.76,-30.79,-5.66,5.89,8.67,12.29,270.07,269.14,262.47,191.95,125.64,113.24,42.07,24.56,12.66,3.67,2.69,1.93,12.23,7.38,297.14,0.012549
Hechi,107.5,25.0,2008,1,2008-01,0.629,3.21,5.207,5.25,6.113,0.001758,0.005523,0.002397,0.001657,0.00137,-52.39,-8.75,5.67,5.56,7.07,10.32,-30.12,-7.11,1.99,3.3,6.58,249.5,256.48,254.64,185.98,111.01,97.32,48.29,27.41,16.87,4.51,3.1,2.2,3.52,12.16,445.74,0.012706
Hechi,107.5,25.0,2008,2,2008-02,0.555,3.833,4.015,4.305,5.155,0.0017,0.005207,0.000978,0.001491,0.001264,-50.61,-8.45,-0.22,2.01,4.8,8.57,-31.43,-4.79,-1.57,0.54,4.15,254.19,267.81,261.32,117.42,72.53,66.21,42.65,30.04,13.32,2.39,3.4,2.4,4.32,18.47,447.26,0.01064
Hechi,107.5,25.0,2008,3,2008-03,1.162,4.737,7.878,9.248,11.26,0.002357,0.004855,0.003522,0.002375,0.002038,-52.11,-10.97,4.34,11.72,15.71,19.85,-23.42,-1.98,7.87,11.49,15.66,269.42,270.69,260.38,189.05,152.32,140.03,46.75,19.89,10.05,4.38,2.52,1.77,24.24,-2.12,481.06,0.015147
Hechi,107.5,25.0,2008,4,2008-04,1.269,6.055,10.941,12.934,15.773,0.002136,0.006246,0.005423,0.003511,0.002963,-52.23,-6.63,8.68,15.75,19.61,24.04,-22.43,1.37,12.72,16.57,20.91,265.93,264.37,251.98,187.45,151.99,138.52,32.84,16.51,10.12,4.86,2.66,1.84,27.78,-9.08,379.27,0.020279
Hechi,107.5,25.0,2008,5,2008-05,3.335,7.435,12.515,15.76,18.877,0.00295,0.003215,0.00369,0.002815,0.002764,-50.55,-4.7,9.28,17.12,21.38,25.59,-10.92,4.23,14.75,19.64,23.79,285.95,264.24,249.43,174.84,139.4,115.14,16.92,8.67,4.24,2.89,1.75,1.44,31.52,-12.39,296.85,0.015434
Hechi,107.5,25.0,2008,6,2008-06,3.161,8.121,14.214,18.338,21.729,0.001397,0.002489,0.003829,0.003493,0.00389,-49.72,-3.42,10.6,19.04,23.16,27.24,-11.59,5.48,16.69,22.04,26.07,297.14,272.38,242.67,178.05,143.93,106.89,7.61,4.33,3.01,2.64,1.87,1.76,34.03,-17.29,293.57,0.015098
Hechi,107.5,25.0,2008,7,2008-07,3.038,8.186,14.691,19.276,22.6,0.000876,0.003508,0.007826,0.006768,0.005352,-48.51,-3.19,11.19,20.3,24.23,28.16,-12.08,5.6,17.2,22.83,26.71,54.71,216.22,214.33,196.46,177.5,155.31,5.37,2.83,4.2,5.22,3.44,2.32,35.09,-19.56,387.59,0.024329
Hechi,107.5,25.0,2008,8,2008-08,3.12,8.087,14.285,19.064,22.245,0.000629,0.002079,0.004305,0.003472,0.003066,-49.38,-3.06,11.42,19.93,23.91,27.75,-11.75,5.42,16.77,22.66,26.45,39.79,159.27,190.28,168.88,145.95,114.48,9.73,1.98,2.52,2.96,1.79,1.35,33.76,-18.02,395.34,0.013551
Hechi,107.5,25.0,2008,9,2008-09,2.192,6.94,12.583,17.269,20.155,0.000462,0.00151,0.003912,0.003434,0.002451,-50.09,-3.38,10.33,18.8,22.69,26.51,-16.06,3.26,14.83,21.08,24.85,37.61,131.47,157.4,122.54,89.12,78.88,1.54,2.07,2.13,3.05,1.95,1.19,29.94,-12.92,496.74,0.011769
Hechi,107.5,25.0,2008,10,2008-10,2.494,6.319,10.987,13.733,16.097,0.002143,0.002504,0.003599,0.003548,0.00219,-51.56,-5.29,8.88,15.5,19.49,23.28,-14.5,1.96,12.78,17.49,21.24,263.15,245.23,231.48,137.02,93.17,75.23,16.26,8.43,3.89,3.21,2.53,1.33,26.65,-7.61,340.12,0.013983
Hechi,107.5,25.0,2008,11,2008-11,1.033,3.938,6.606,8.148,9.486,0.00174,0.002902,0.001509,0.002261,0.001481,-51.65,-7.99,4.49,9.66,12.79,16.18,-24.74,-4.44,5.34,9.61,13.05,265.6,269.76,259.72,120.0,76.83,61.09,36.11,16.52,7.23,2.24,2.72,1.53,14.06,5.83,539.93,0.009893
Hechi,107.5,25.0,2008,12,2008-12,0.508,2.91,4.939,5.514,6.36,0.001079,0.002448,0.001346,0.001179,0.000805,-52.0,-9.28,2.86,6.82,9.87,13.08,-32.35,-8.37,1.26,3.99,7.15,267.54,272.23,253.01,162.58,106.62,92.77,43.18,20.84,8.25,2.67,2.1,1.24,6.13,11.11,694.91,0.006858
Hechi,107.5,25.0,2009,1,2009-01,0.256,3.299,4.298,4.609,5.429,0.000609,0.003197,0.001166,0.001415,0.001229,-52.27,-10.08,1.16,4.69,7.25,10.65,-39.22,-6.75,-0.65,1.48,4.88,264.14,275.93,262.93,149.0,91.14,77.78,49.95,23.34,9.5,2.66,3.01,2.22,6.21,13.75,666.92,0.007616
Hechi,107.5,25.0,2009,2,2009-02,0.36,3.947,8.533,9.541,11.564,0.000874,0.005684,0.007553,0.004918,0.004312,-52.15,-6.55,6.45,13.78,17.34,21.61,-35.86,-4.41,9.03,11.95,16.07,248.63,259.75,248.96,196.81,169.51,158.84,38.3,23.82,14.12,8.68,5.05,3.66,18.5,-1.23,593.29,0.023341
Hechi,107.5,25.0,2009,3,2009-03,0.953,4.329,7.991,9.007,10.885,0.002103,0.006274,0.004049,0.002721,0.002296,-52.93,-8.81,7.26,12.55,15.2,19.36,-25.63,-3.19,8.08,11.09,15.14,253.06,259.94,256.33,194.09,135.68,121.15,43.0,21.64,14.21,4.97,2.96,2.07,18.99,-1.01,559.04,0.017444
Hechi,107.5,25.0,2009,4,2009-04,1.383,6.486,10.234,12.597,15.288,0.001937,0.005622,0.005197,0.004193,0.003548,-50.71,-7.24,7.39,14.23,18.02,22.33,-21.45,2.32,11.72,16.16,20.42,275.74,271.08,253.74,167.95,131.9,121.53,34.2,13.73,8.5,4.98,3.26,2.28,28.12,-6.48,313.99,0.020497
Hechi,107.5,25.0,2009,5,2009-05,2.757,7.932,12.818,15.906,19.177,0.001929,0.004617,0.00688,0.005392,0.004779,-50.52,-4.41,9.41,16.42,20.84,25.12,-13.28,5.15,15.11,19.79,24.04,283.91,265.49,235.78,169.16,142.58,131.52,12.27,6.86,5.71,5.26,3.32,2.44,31.68,-12.14,163.75,0.023597
Hechi,107.5,25.0,2009,6,2009-06,3.762,8.797,15.022,19.395,22.831,0.001807,0.003822,0.006347,0.005592,0.004973,-48.88,-2.83,11.6,20.08,24.1,28.1,-9.41,6.62,17.54,22.93,26.88,355.82,258.12,229.09,186.1,162.72,133.86,5.9,4.71,4.26,4.14,2.83,2.14,35.48,-19.81,317.0,0.022541
Hechi,107.5,25.0,2009,7,2009-07,3.169,9.254,15.675,20.03,23.467,0.000769,0.004011,0.008794,0.007097,0.005958,-47.51,-1.43,12.02,20.39,24.66,28.59,-11.56,7.35,18.2,23.45,27.33,67.78,153.54,199.37,178.65,157.49,136.3,15.6,2.38,4.25,5.5,3.47,2.49,35.36,-20.0,273.3,0.026628
Hechi,107.5,25.0,2009,8,2009-08,2.701,7.644,13.971,19.295,22.292,0.000483,0.001221,0.003678,0.003098,0.002746,-48.54,-2.83,11.66,20.63,24.62,28.31,-13.53,4.62,16.42,22.85,26.49,63.87,106.57,155.07,139.4,115.59,109.33,10.67,1.75,1.57,2.58,1.57,1.21,32.85,-17.71,525.67,0.011225
Hechi,107.5,25.0,2009,9,2009-09,2.221,7.601,12.915,17.638,20.483,0.000704,0.001581,0.003905,0.003248,0.002153,-49.29,-3.12,10.71,19.14,23.07,26.81,-15.9,4.54,15.22,21.42,25.11,120.58,142.58,143.97,115.79,82.36,71.92,1.79,3.11,2.04,2.97,1.81,1.03,31.32,-13.83,489.68,0.011592
Hechi,107.5,25.0,2009,10,2009-10,1.935,7.223,10.624,13.643,15.679,0.002021,0.003086,0.004118,0.00447,0.003203,-51.04,-4.15,8.37,15.41,19.43,22.88,-17.55,3.83,12.28,17.39,20.82,275.49,276.33,251.78,117.24,74.1,59.72,14.95,10.24,4.19,3.8,3.21,2.0,27.29,-5.49,391.8,0.016898
Hechi,107.5,25.0,2009,11,2009-11,1.027,4.33,6.475,7.93,9.292,0.0019,0.003354,0.001271,0.001932,0.001562,-52.71,-5.9,5.51,9.22,11.46,14.99,-24.81,-3.18,5.06,9.22,12.74,269.72,268.89,256.91,132.89,81.09,70.14,33.26,18.14,7.6,1.92,2.39,1.65,11.48,8.64,520.53,0.010019
Hechi,107.5,25.0,2009,12,2009-12,0.365,3.839,6.498,7.312,8.727,0.000966,0.004664,0.002774,0.002273,0.001996,-53.13,-9.99,2.9,7.14,9.69,13.41,-35.72,-4.77,5.11,8.03,11.8,268.76,271.81,261.07,183.01,126.19,107.38,56.57,25.94,11.91,4.19,3.05,2.24,14.56,6.44,254.03,0.012672
Hechi,107.5,25.0,2010,1,2010-01,0.628,3.077,6.837,7.291,8.55,0.001577,0.003825,0.003609,0.002187,0.001746,-52.79,-8.35,4.77,8.51,10.48,14.0,-30.13,-7.66,5.83,7.99,11.5,258.23,267.74,254.93,199.17,144.69,126.47,47.0,24.63,12.19,5.18,2.94,2.0,10.27,6.0,334.73,0.012943
Hechi,107.5,25.0,2010,2,2010-02,0.266,3.137,6.648,7.375,8.645,0.000742,0.005408,0.004633,0.002669,0.002105,-53.06,-10.06,5.7,11.41,13.96,17.64,-38.84,-7.41,5.43,8.15,11.66,262.87,265.13,255.54,204.46,160.75,146.44,60.19,27.34,16.91,6.83,3.55,2.39,13.79,2.03,747.56,0.015555
Hechi,107.5,25.0,2010,3,2010-03,0.764,4.49,7.718,8.42,10.157,0.00167,0.006082,0.004352,0.003002,0.002623,-52.17,-8.94,6.97,12.97,16.36,20.54,-28.04,-2.7,7.57,10.1,14.08,261.87,265.37,254.32,194.66,158.35,146.44,50.55,21.44,13.28,5.53,3.5,2.53,19.82,-0.88,674.62,0.01773
Hechi,107.5,25.0,2010,4,2010-04,1.391,6.484,10.483,12.227,14.8,0.002434,0.00787,0.005466,0.003786,0.003155,-51.8,-7.33,8.44,14.36,17.44,21.71,-21.39,2.32,12.08,15.71,19.91,268.08,266.49,254.85,186.51,137.54,118.89,40.97,17.16,11.9,5.11,3.04,2.09,27.64,-7.3,285.41,0.022711
Hechi,107.5,25.0,2010,5,2010-05,2.671,8.27,14.566,17.735,21.195,0.003407,0.007722,0.009241,0.006486,0.005781,-49.53,-3.66,11.42,18.65,22.33,26.52,-13.67,5.74,17.07,21.51,25.66,282.51,263.99,248.34,186.65,147.06,125.41,23.63,12.51,9.16,6.22,3.59,2.67,33.7,-18.02,197.64,0.032637
Hechi,107.5,25.0,2010,6,2010-06,4.535,9.972,15.102,18.717,21.981,0.004319,0.007688,0.006693,0.005124,0.005047,-48.71,-2.72,11.14,18.83,23.0,26.95,-7.02,8.44,17.63,22.36,26.26,305.35,265.52,249.24,188.34,141.81,108.92,11.65,9.34,7.56,4.35,2.68,2.25,36.47,-18.61,150.33,0.02887
Hechi,107.5,25.0,2010,7,2010-07,3.261,9.18,15.865,20.291,23.595,0.001282,0.006376,0.01324,0.010222,0.008135,-48.08,-2.19,12.28,20.97,24.99,28.81,-11.2,7.24,18.39,23.66,27.42,62.99,195.8,210.14,190.77,165.82,153.66,10.39,3.86,6.81,8.18,4.94,3.38,36.51,-20.0,322.45,0.039255
Hechi,107.5,25.0,2010,8,2010-08,2.901,8.289,13.947,18.999,22.108,0.000813,0.002391,0.005495,0.004612,0.003487,-48.91,-2.59,11.48,20.15,24.08,27.88,-12.65,5.77,16.4,22.6,26.35,60.26,119.64,164.83,163.77,142.17,130.28,9.76,2.75,2.83,3.86,2.38,1.55,33.43,-16.92,468.91,0.016798
Hechi,107.5,25.0,2010,9,2010-09,2.954,8.645,13.677,17.947,20.886,8.7e-05,0.001582,0.003383,0.002897,0.002814,-50.31,-3.12,10.77,18.98,22.92,26.69,-12.43,6.38,16.1,21.69,25.42,46.16,255.97,236.13,160.74,117.05,92.6,3.84,0.29,1.79,2.43,1.58,1.32,33.8,-15.58,360.05,0.010764
Hechi,107.5,25.0,2010,10,2010-10,2.656,6.625,8.95,11.821,13.859,0.002248,0.00101,0.003945,0.004918,0.003551,-51.16,-5.27,8.24,13.42,16.74,20.47,-13.74,2.62,9.73,15.19,18.88,279.52,272.83,274.6,78.12,56.19,38.37,15.66,8.3,1.49,4.32,4.08,2.51,22.8,-0.61,460.76,0.015672
Hechi,107.5,25.0,2010,11,2010-11,0.813,4.352,6.531,8.293,9.529,0.001495,0.003033,0.000996,0.001899,0.001434,-52.11,-8.16,4.35,10.06,13.43,16.73,-27.37,-3.11,5.18,9.87,13.12,272.16,272.0,261.59,118.79,73.18,49.95,37.64,18.03,6.83,1.49,2.25,1.48,15.93,5.47,610.3,0.008857
Hechi,107.5,25.0,2010,12,2010-12,1.064,4.228,6.042,7.057,8.242,0.002969,0.005062,0.001413,0.001368,0.001168,-52.67,-7.86,3.67,8.09,10.59,14.01,-24.41,-3.5,4.08,7.52,10.95,262.99,271.28,263.64,183.0,108.72,91.24,44.58,27.37,11.74,2.29,1.9,1.39,12.86,8.76,501.77,0.011981
Hechi,107.5,25.0,2011,1,2011-01,0.462,3.797,4.185,4.131,4.831,0.001421,0.006145,0.001132,0.001707,0.001577,-52.06,-10.15,0.83,1.31,2.54,5.86,-33.33,-4.92,-1.01,-0.02,3.24,251.15,265.8,262.1,149.67,77.16,63.27,51.47,30.17,15.87,2.65,4.05,3.2,4.71,17.01,289.44,0.011982
Hechi,107.5,25.0,2011,2,2011-02,0.388,3.322,7.105,7.769,9.307,0.000925,0.004899,0.00414,0.002666,0.002382,-51.52,-10.09,4.91,9.03,11.76,15.65,-35.1,-6.67,6.38,8.92,12.77,262.67,270.42,260.41,198.47,148.86,134.84,45.37,23.39,14.46,5.71,3.36,2.51,13.93,3.14,330.91,0.015013
Hechi,107.5,25.0,2011,3,2011-03,1.043,4.588,6.629,7.401,9.011,0.002367,0.005612,0.002002,0.002024,0.00183,-52.11,-9.52,3.99,7.59,10.82,14.94,-24.63,-2.41,5.39,8.21,12.28,253.48,264.64,258.41,159.85,97.28,87.41,45.68,22.26,11.99,2.96,2.68,1.99,16.11,6.18,274.79,0.013835
Hechi,107.5,25.0,2011,4,2011-04,1.393,5.849,10.227,12.282,14.956,0.002293,0.004889,0.005154,0.003724,0.003427,-52.89,-7.17,7.64,15.06,19.29,23.69,-21.37,0.89,11.71,15.77,20.07,263.56,270.18,259.1,189.79,165.59,157.77,37.37,16.14,8.2,4.94,2.97,2.25,27.19,-7.2,419.11,0.019487
Hechi,107.5,25.0,2011,5,2011-05,2.398,6.105,11.364,14.842,17.589,0.002214,0.003447,0.003321,0.002603,0.002442,-50.35,-4.74,10.35,17.11,20.89,24.92,-14.98,1.48,13.28,18.7,22.65,283.25,260.46,252.12,183.8,132.41,111.1,19.89,9.06,5.54,2.87,1.72,1.36,26.27,-9.57,478.13,0.014028
Hechi,107.5,25.0,2011,6,2011-06,4.0,9.833,15.762,19.796,23.305,0.001775,0.004548,0.00815,0.006658,0.0056,-48.95,-2.41,11.73,20.0,24.31,28.31,-8.63,8.23,18.29,23.26,27.22,314.65,243.67,227.23,180.9,151.18,121.46,4.65,4.35,4.54,5.07,3.3,2.36,37.2,-20.0,213.75,0.026731
Hechi,107.5,25.0,2011,7,2011-07,2.458,7.936,14.449,19.364,22.58,0.00045,0.002306,0.005479,0.004358,0.004098,-48.21,-2.45,12.07,20.74,24.81,28.67,-14.68,5.15,16.94,22.91,26.7,73.61,185.11,205.58,170.71,148.9,130.67,8.26,1.8,2.85,3.72,2.21,1.78,33.22,-18.65,474.69,0.016692
Hechi,107.5,25.0,2011,8,2011-08,2.882,7.284,13.349,18.548,21.591,0.000376,0.001207,0.00414,0.003536,0.0029,-49.11,-3.58,11.1,20.15,24.13,27.93,-12.73,3.94,15.73,22.22,25.96,76.69,207.97,197.54,170.54,152.61,138.08,3.65,1.28,1.63,3.04,1.87,1.32,32.3,-16.4,552.92,0.012159
Hechi,107.5,25.0,2011,9,2011-09,3.113,8.529,12.642,16.476,19.204,0.00041,0.002302,0.005341,0.004593,0.003214,-50.0,-3.29,10.49,17.84,21.58,25.35,-11.78,6.18,14.9,20.34,24.06,66.79,144.46,164.44,112.42,78.61,64.37,6.34,1.29,2.65,4.14,2.73,1.64,31.72,-12.01,367.73,0.01586
Hechi,107.5,25.0,2011,10,2011-10,2.551,7.277,10.175,12.666,14.92,0.002372,0.002462,0.003143,0.003795,0.002581,-51.74,-6.19,7.63,13.67,17.24,21.01,-14.23,3.93,11.63,16.25,20.04,265.45,252.12,236.93,108.67,72.98,52.18,18.65,9.12,3.32,3.03,2.94,1.7,27.79,-4.74,254.7,0.014354
Hechi,107.5,25.0,2011,11,2011-11,0.727,4.234,8.647,11.087,12.945,0.000945,0.002537,0.002805,0.002563,0.001524,-52.05,-9.23,4.76,12.41,16.17,19.8,-28.57,-3.48,9.23,14.21,17.81,256.88,249.62,232.95,159.0,120.18,127.96,32.52,12.75,5.88,3.18,2.27,1.15,22.63,-2.88,397.6,0.010374
Hechi,107.5,25.0,2011,12,2011-12,0.692,3.746,4.805,5.17,5.878,0.001772,0.004615,0.00119,0.002154,0.001647,-51.98,-6.33,2.16,4.77,7.05,10.07,-29.1,-5.1,0.88,3.08,6.02,263.24,267.1,260.04,112.77,71.3,58.39,38.93,25.11,12.08,2.43,4.09,2.75,4.73,16.25,485.94,0.011378
Hechi,107.5,25.0,2012,1,2012-01,0.605,3.264,6.019,6.218,7.425,0.00196,0.005967,0.002469,0.002093,0.002055,-52.11,-8.27,2.76,4.93,6.68,10.34,-30.53,-6.89,4.02,5.7,9.41,253.56,261.89,257.93,188.43,100.12,84.08,46.44,31.77,17.93,4.02,3.3,2.71,7.57,11.33,113.21,0.014544
Hechi,107.5,25.0,2012,2,2012-02,0.309,3.713,7.083,7.351,8.848,0.000896,0.006854,0.004468,0.002691,0.00253,-52.14,-8.58,5.08,7.84,9.97,13.9,-37.38,-5.21,6.34,8.11,12.01,254.81,265.91,255.54,191.09,127.19,110.89,44.84,28.43,18.1,6.19,3.59,2.8,12.46,5.82,187.61,0.017439
Hechi,107.5,25.0,2012,3,2012-03,0.542,4.62,8.61,9.755,11.789,0.001325,0.007118,0.005146,0.003551,0.003048,-51.66,-8.2,6.05,12.14,15.2,19.33,-31.68,-2.31,9.17,12.28,16.37,254.78,262.45,250.35,186.76,138.41,124.88,40.87,23.98,15.11,5.86,3.57,2.54,21.14,-1.5,371.68,0.020188
Hechi,107.5,25.0,2012,4,2012-04,1.109,5.989,11.386,13.675,16.354,0.002031,0.007197,0.005948,0.00362,0.003095,-52.8,-7.58,8.5,16.84,20.5,24.66,-23.95,1.22,13.31,17.43,21.49,261.59,261.81,254.4,197.73,150.97,124.46,40.08,17.96,11.78,5.12,2.6,1.86,30.45,-12.2,440.71,0.021892
Hechi,107.5,25.0,2012,5,2012-05,3.313,9.038,14.203,17.449,20.74,0.002894,0.006308,0.006653,0.004871,0.004663,-50.1,-3.86,10.86,18.45,22.48,26.6,-11.0,7.01,16.68,21.25,25.31,275.34,252.47,234.03,167.81,123.23,100.19,10.32,8.57,6.84,4.59,2.74,2.2,35.14,-17.1,221.25,0.025389
Hechi,107.5,25.0,2012,6,2012-06,4.58,10.093,15.118,19.142,22.576,0.002354,0.00313,0.003909,0.003925,0.004626,-48.48,-2.38,11.41,19.61,23.66,27.68,-6.89,8.61,17.64,22.72,26.69,330.25,271.25,246.55,138.2,102.93,81.99,7.96,5.04,3.04,2.54,2.01,2.01,36.83,-19.12,245.87,0.017945
Hechi,107.5,25.0,2012,7,2012-07,3.451,9.452,15.697,19.913,23.263,0.000933,0.004536,0.009301,0.00702,0.006039,-48.35,-2.48,11.94,20.36,24.61,28.5,-10.49,7.66,18.23,23.35,27.19,56.68,157.6,195.28,176.55,152.99,134.68,13.0,2.65,4.71,5.81,3.46,2.55,36.78,-20.0,266.82,0.027828
Hechi,107.5,25.0,2012,8,2012-08,3.248,8.208,13.93,19.358,22.399,0.001194,0.00272,0.004686,0.003632,0.003295,-48.51,-2.74,11.33,20.57,24.53,28.25,-11.25,5.63,16.38,22.9,26.56,70.34,70.06,65.64,83.91,65.94,57.74,9.01,3.61,3.25,3.3,1.84,1.44,33.99,-17.45,523.81,0.015526
Hechi,107.5,25.0,2012,9,2012-09,3.456,8.332,11.88,15.655,18.285,0.001526,0.002215,0.003015,0.003668,0.002935,-50.65,-3.92,9.61,16.77,20.68,24.42,-10.47,5.85,13.96,19.54,23.27,344.32,266.29,240.09,114.2,69.36,51.97,7.62,4.33,2.61,2.49,2.3,1.57,30.88,-9.69,351.8,0.013359
Hechi,107.5,25.0,2012,10,2012-10,1.866,7.203,11.312,14.049,16.517,0.001894,0.0041,0.004094,0.002903,0.002054,-51.6,-4.94,8.08,14.81,18.88,22.67,-17.97,3.79,13.22,17.85,21.65,266.34,260.23,244.54,157.12,112.64,97.07,14.74,9.95,5.58,3.55,2.03,1.22,28.68,-7.37,199.01,0.015045
Hechi,107.5,25.0,2012,11,2012-11,0.97,5.089,9.136,10.488,12.531,0.002207,0.006981,0.00482,0.002797,0.002166,-52.55,-7.8,6.6,11.84,14.16,18.04,-25.44,-1.01,10.04,13.38,17.31,268.37,265.35,257.03,203.34,146.07,124.91,45.69,22.31,13.45,5.17,2.62,1.69,22.07,-2.07,225.25,0.018971
Hechi,107.5,25.0,2012,12,2012-12,0.432,3.58,6.571,7.271,8.553,0.001231,0.005153,0.002524,0.001475,0.001196,-52.68,-8.27,3.41,7.12,9.11,12.62,-34.02,-5.69,5.27,7.95,11.5,265.81,270.0,259.1,200.84,122.89,97.54,52.71,27.94,14.11,3.77,1.99,1.37,11.56,8.01,231.65,0.011578
Hechi,107.5,25.0,2013,1,2013-01,0.353,3.336,5.904,6.401,7.57,0.001063,0.004912,0.002278,0.001338,0.001231,-52.37,-8.75,2.66,5.68,7.73,11.2,-36.05,-6.61,3.75,6.11,9.69,257.27,265.98,259.99,200.25,122.45,97.93,51.93,29.54,14.44,3.78,2.05,1.6,8.91,10.42,241.02,0.010823
Hechi,107.5,25.0,2013,2,2013-02,0.73,4.002,8.656,9.25,11.178,0.001764,0.006729,0.006544,0.00385,0.003349,-52.6,-7.39,7.65,11.46,14.03,18.11,-28.53,-4.23,9.25,11.49,15.55,252.66,261.34,256.6,208.43,167.84,153.52,38.99,23.7,16.49,7.41,4.08,2.94,16.22,-0.15,276.85,0.022236
Hechi,107.5,25.0,2013,3,2013-03,0.773,5.158,9.014,10.779,12.892,0.001442,0.005743,0.004028,0.002753,0.002089,-50.7,-10.12,6.16,13.28,16.95,20.98,-27.91,-0.83,9.84,13.79,17.75,260.91,265.39,256.33,193.59,146.56,130.41,44.05,18.29,10.92,4.38,2.5,1.59,26.25,-5.48,430.15,0.016055
Hechi,107.5,25.0,2013,4,2013-04,1.337,6.146,10.741,12.776,15.374,0.002452,0.006935,0.004528,0.003115,0.0027,-50.97,-7.9,8.15,14.57,18.07,22.28,-21.84,1.57,12.44,16.38,20.51,261.77,266.49,260.69,192.86,145.05,123.87,43.92,17.98,11.07,4.13,2.39,1.72,28.33,-8.7,266.22,0.01973
Hechi,107.5,25.0,2013,5,2013-05,2.787,7.374,13.239,16.966,20.217,0.003041,0.005637,0.005863,0.004404,0.00374,-49.18,-4.76,10.15,17.94,21.7,25.87,-13.15,4.12,15.6,20.8,24.9,273.29,258.85,250.11,199.64,161.21,126.93,17.79,10.7,7.5,4.34,2.55,1.81,32.27,-15.07,292.24,0.022685
Hechi,107.5,25.0,2013,6,2013-06,3.8,8.475,14.701,18.883,22.238,0.00066,0.002281,0.005839,0.005162,0.004845,-48.54,-2.77,11.92,19.68,23.84,27.85,-9.28,6.09,17.21,22.5,26.45,32.04,237.71,231.31,174.99,148.27,125.48,3.66,1.7,2.64,3.89,2.68,2.14,33.83,-18.52,308.71,0.018787
Hechi,107.5,25.0,2013,7,2013-07,3.445,8.994,15.462,19.475,22.829,0.001269,0.005805,0.012335,0.009171,0.00756,-48.07,-2.6,11.79,20.24,24.48,28.42,-10.52,6.94,17.99,23.0,26.88,70.7,156.34,199.67,183.37,162.74,152.09,15.95,3.61,6.33,7.82,4.62,3.25,35.98,-20.0,281.09,0.03614
Hechi,107.5,25.0,2013,8,2013-08,3.75,8.717,14.248,19.291,22.482,0.001189,0.002266,0.003254,0.001856,0.00198,-48.91,-3.34,11.5,20.39,24.31,28.15,-9.45,6.49,16.73,22.85,26.63,78.18,117.39,124.94,131.02,102.86,69.68,5.91,3.11,2.55,2.24,0.94,0.86,35.45,-18.67,457.88,0.010546
Hechi,107.5,25.0,2013,9,2013-09,2.839,7.359,11.707,16.021,18.743,0.000262,0.001028,0.003467,0.003571,0.003077,-50.05,-3.97,9.91,17.48,21.27,25.09,-12.92,4.09,13.73,19.9,23.67,343.02,200.04,129.97,86.84,49.83,26.57,3.36,0.9,1.37,2.9,2.19,1.61,29.36,-10.01,468.35,0.011405
Hechi,107.5,25.0,2013,10,2013-10,2.331,5.587,8.512,11.271,13.041,0.002169,0.00118,0.002698,0.003568,0.002626,-51.55,-6.17,6.88,13.62,17.39,20.94,-15.32,0.26,9.0,14.46,17.93,270.71,267.8,264.18,71.62,46.17,23.58,17.05,9.13,2.07,3.11,3.1,1.97,22.17,-0.65,577.77,0.012242
Hechi,107.5,25.0,2013,11,2013-11,0.874,5.017,7.699,9.409,10.983,0.001552,0.003859,0.00217,0.002142,0.00112,-52.04,-7.53,4.86,10.71,14.04,17.6,-26.58,-1.2,7.54,11.75,15.28,267.26,270.03,252.89,143.09,92.82,78.47,35.95,17.41,7.54,2.76,2.23,1.0,19.72,2.71,396.36,0.010843
